cgpa,backlogs,college_tier,country,university_ranking_band,internship_count,aptitude_score,communication_score,specialization,industry,internship_quality_score,placement_status,salary
7.259267175515836,1,Tier 2,Germany,300+,1,64.78762377207734,58.15603632211448,Cloud,Finance,5.784706554117697,Not Placed,0.0
6.691934175666947,3,Tier 2,India,100-300,0,59.196008076393916,64.79050016242198,Cloud,Consulting,6.583104174627764,Not Placed,0.0
6.458462399755233,1,Tier 2,UK,100-300,4,82.59900709956592,59.69499221318251,Cloud,Consulting,6.301608831412726,Placed,84686.91344143807
7.489341031072694,0,Tier 3,USA,100-300,0,72.47843035414651,46.15722993807428,Data Science,Consulting,6.226184151781412,Placed,106688.50359912254
7.824799617996761,2,Tier 3,India,100-300,1,80.27155239748897,48.38402223843069,AI/ML,Consulting,4.765446889522517,Not Placed,0.0
7.745024095292959,2,Tier 2,UK,100-300,1,58.928570792952186,71.71586813594932,Core CS,Other,5.2114752983304795,Not Placed,0.0
6.328625981421889,0,Tier 2,UK,Top 100,4,45.534161489842745,92.79945361459214,Cybersecurity,Finance,2.9186829690150975,Placed,90446.50048324626
6.7526300993190285,0,Tier 2,Canada,Top 100,2,58.99524513375074,63.31545254629896,AI/ML,Finance,5.994621690702701,Placed,112291.30117686623
7.265010745122851,3,Tier 1,USA,Top 100,0,67.58138979983883,58.29368156022438,Cloud,Healthcare,8.546200458220781,Placed,120000.0
7.780436101697887,2,Tier 2,Canada,100-300,1,70.76093869948697,55.5937274127522,Cybersecurity,Healthcare,5.627494250806452,Not Placed,0.0
6.616660609723768,1,Tier 1,Germany,300+,1,59.201158273607405,93.89859456846762,Cloud,Manufacturing,6.980493303036062,Not Placed,0.0
6.851472818668946,0,Tier 1,USA,100-300,2,60.92216122036422,63.90556095880192,Data Science,Tech,6.212715117356119,Placed,120000.0
6.114932020795178,1,Tier 2,Canada,100-300,1,84.84641874876976,43.65484620052581,Cloud,Healthcare,3.917203976284252,Not Placed,0.0
6.043034700735463,2,Tier 2,Canada,100-300,3,66.29402671550605,69.56392245129376,AI/ML,Finance,3.3855454251415633,Not Placed,0.0
7.650020657915358,1,Tier 1,USA,100-300,2,100.0,66.27279982708464,Data Science,Manufacturing,3.487942941210082,Placed,120000.0
8.084992022856659,0,Tier 3,UK,100-300,1,64.87974088472893,84.70728075193401,Cloud,Healthcare,5.506788787337111,Placed,82201.15646142306
6.942391902735733,1,Tier 3,Germany,100-300,2,71.80225933894943,61.09266635842373,AI/ML,Manufacturing,5.817461192813317,Not Placed,0.0
7.8028263183136195,0,Tier 3,India,300+,0,79.66985665363622,59.451137782526985,Core CS,Other,6.154024663509546,Placed,37311.75838311706
7.289308820038107,0,Tier 2,India,100-300,2,63.79031054285567,47.41884867052795,Cloud,Other,3.3825617031975375,Placed,51152.87360184275
6.4839041963159,0,Tier 1,India,300+,1,37.29158918289691,53.528809566328945,Data Science,Finance,6.695004837233358,Not Placed,0.0
7.2891164844067315,3,Tier 1,Germany,300+,2,91.21158373698674,46.553824720763814,Core CS,Consulting,4.255311428800641,Placed,94442.10847728532
8.230429253172776,0,Tier 1,USA,300+,3,67.78964578839708,63.0854605830408,Cloud,Manufacturing,5.553784828187062,Placed,120000.0
6.9713391687120385,1,Tier 1,USA,100-300,3,65.18645067947409,76.38156556131267,Core CS,Consulting,4.0276203989196775,Placed,120000.0
8.251714924651205,1,Tier 3,USA,300+,1,68.2699436432939,49.50770760056691,Cybersecurity,Tech,3.6009656843054323,Placed,94815.16666939843
4.904203916728204,2,Tier 3,India,100-300,1,83.0893073723926,89.66715762757403,Cybersecurity,Healthcare,2.4804901844499394,Not Placed,0.0
7.657522003500179,1,Tier 3,UK,300+,0,76.38170449540814,89.24038464648177,Data Science,Finance,6.263580543665069,Placed,94893.48140576905
7.069637654590537,1,Tier 3,Canada,300+,2,52.80804147668258,84.31724977343163,Cloud,Manufacturing,5.004924313941188,Not Placed,0.0
6.760794119627306,1,Tier 2,India,300+,1,70.06129996607147,57.03724894754119,AI/ML,Consulting,3.2781808887815918,Not Placed,0.0
7.073408621228402,0,Tier 3,Germany,100-300,0,70.08102218053092,47.57817308183037,Core CS,Other,4.090864947938939,Placed,68570.52500017069
5.409944868319286,3,Tier 3,USA,Top 100,2,58.068257110059825,64.98401667507642,AI/ML,Finance,6.6578520106023955,Placed,97423.62787754997
6.824262489729991,0,Tier 2,Canada,300+,2,51.833688326888264,84.49519232022331,Data Science,Manufacturing,6.269912821493963,Placed,101744.33693226014
7.285690057209397,0,Tier 1,USA,Top 100,3,56.3167640113028,90.0341325014642,Core CS,Consulting,6.006305182794746,Placed,120000.0
8.182315235793213,1,Tier 1,USA,Top 100,0,61.96962206597941,84.63808776201843,Cloud,Tech,8.51995225007466,Placed,120000.0
6.585383825381082,0,Tier 2,USA,300+,1,56.8558862212335,93.92340347140006,Cloud,Consulting,7.129919004017243,Placed,101892.36113671398
6.35320511768545,1,Tier 2,UK,100-300,2,80.69108021734255,81.80780328910342,AI/ML,Other,4.860143367426313,Placed,101613.22602866862
6.598594365132371,2,Tier 3,Canada,300+,0,93.6296290378945,53.79360939201368,AI/ML,Tech,4.065425040580096,Placed,84286.81237832864
7.7323216941616595,1,Tier 2,India,100-300,3,72.37882066727013,87.127449783843,Data Science,Consulting,9.09738301249057,Placed,56419.91602723876
7.263000887727747,2,Tier 2,UK,300+,2,66.08895911654591,47.268434335277746,Data Science,Consulting,6.887604570861603,Placed,110024.35562215302
6.576191836986369,1,Tier 1,Germany,100-300,1,52.05514958066711,84.4385620521865,Core CS,Healthcare,4.0552905631309155,Not Placed,0.0
7.410613946490685,2,Tier 2,Germany,300+,2,60.76666703943499,58.06480735020056,Cybersecurity,Finance,3.1261868743544445,Not Placed,0.0
7.077662039478432,0,Tier 2,India,300+,0,77.18365693400341,69.84577233891676,Cloud,Tech,1.6534039573926989,Not Placed,0.0
7.774915992426312,2,Tier 3,Canada,300+,3,86.7782590970496,50.038948623172956,Core CS,Finance,3.3131333804498464,Placed,70786.9702656923
6.438357524898118,1,Tier 2,India,Top 100,2,55.67692553534098,70.0907902040315,Cybersecurity,Other,4.109703274261028,Placed,42694.02280674379
6.737870282721786,1,Tier 3,UK,300+,4,86.39397162701124,79.33022269729787,Cloud,Healthcare,6.929868483256538,Placed,68654.34833664176
6.686313477494274,0,Tier 2,Canada,300+,3,57.29316077015824,70.33486719438358,AI/ML,Consulting,6.390393256833893,Placed,99970.77740603944
5.829188041494305,3,Tier 2,Germany,100-300,1,84.08207709293902,74.69440140130975,Core CS,Tech,5.051440380337284,Placed,83959.42153025616
7.236896221651661,2,Tier 3,Canada,100-300,1,53.97031211112777,73.4350718250769,Data Science,Other,5.994124088637282,Placed,88351.32373833554
7.208844217743912,2,Tier 3,Canada,300+,1,80.23811696681378,63.88990833045504,Data Science,Healthcare,3.890712105092511,Placed,86522.2332384199
7.004090765313968,2,Tier 1,Canada,100-300,0,59.56023593491861,69.09528256573495,Core CS,Healthcare,3.039771516037117,Not Placed,0.0
6.812330293299882,3,Tier 3,India,100-300,0,100.0,47.45222692555887,Cloud,Tech,4.596926905600762,Not Placed,0.0
5.867703406359668,1,Tier 1,USA,Top 100,3,74.60307541408635,77.27330560201337,AI/ML,Other,6.141682725321176,Placed,120000.0
6.663483741787712,0,Tier 2,UK,Top 100,0,53.14366228591196,68.64753602737218,Core CS,Consulting,4.967036148391014,Not Placed,0.0
6.725828386778584,1,Tier 1,Canada,300+,0,69.20461174184206,59.42483249438458,Cybersecurity,Tech,5.981661268737079,Placed,110946.80465262779
6.358178184622705,3,Tier 2,Canada,300+,2,76.11947710169993,49.18451584702227,AI/ML,Other,4.862543510898923,Not Placed,0.0
6.8709714306671925,0,Tier 2,India,300+,0,66.38853142949813,62.04392674162688,Data Science,Manufacturing,3.0142735289909806,Not Placed,0.0
7.323240685451631,2,Tier 2,UK,100-300,1,73.32080014275533,42.51501540303968,AI/ML,Healthcare,5.528774709981799,Placed,107667.80963153412
8.508948720968425,2,Tier 2,UK,100-300,3,51.76507956301731,62.73903607116412,Cloud,Manufacturing,4.876423499302565,Placed,110830.55820631023
7.139662250265471,1,Tier 2,Germany,300+,1,66.9431820205612,80.73728660531377,Cloud,Finance,6.668655959011909,Placed,82321.86741402718
7.206040312578211,0,Tier 1,UK,100-300,2,46.671158761214826,70.49461061602877,AI/ML,Other,2.6909573913800564,Placed,119651.81868831695
6.940443267387066,3,Tier 3,UK,300+,4,65.95549117526582,48.532848324177536,Data Science,Healthcare,7.280589066945288,Placed,71138.25859236543
5.464983027760766,6,Tier 2,Canada,300+,3,100.0,71.0353128834215,AI/ML,Other,2.690709344578573,Not Placed,0.0
6.978788899640627,2,Tier 2,USA,Top 100,0,73.52217927783808,64.94508067048882,Data Science,Other,4.56895811215248,Placed,120000.0
7.048184167952821,1,Tier 3,Canada,300+,3,52.839502072381876,62.50215406735531,Core CS,Consulting,2.787736859567764,Not Placed,0.0
8.97059368998823,1,Tier 1,India,Top 100,3,64.81286831565622,54.106350050137976,Cloud,Healthcare,7.11287987878831,Placed,64521.39778870185
6.846111228175102,2,Tier 2,UK,300+,1,63.103262665145614,59.54651635575163,AI/ML,Manufacturing,3.2820939904003446,Not Placed,0.0
7.24123787386689,1,Tier 2,USA,100-300,1,96.17442487237754,60.99409872260404,AI/ML,Consulting,4.2564121223927565,Placed,120000.0
6.972230584235805,2,Tier 1,Canada,300+,2,53.61512229960498,61.2635461592576,Data Science,Healthcare,6.550078861681699,Placed,112915.81404827636
6.065057569904374,2,Tier 2,Germany,Top 100,1,64.3680204197998,66.91541865750064,Cybersecurity,Other,3.956209796089461,Not Placed,0.0
7.914258251612017,1,Tier 3,India,100-300,1,54.10945411309767,92.68922655178339,Data Science,Tech,5.157898794122884,Placed,55363.65681111395
7.60154642614942,2,Tier 1,India,Top 100,1,88.96795361035025,83.67442399755856,Cybersecurity,Finance,6.056811158732701,Placed,65815.07789718367
7.632825557634438,0,Tier 2,India,300+,1,42.93417856387647,67.25464971679065,AI/ML,Manufacturing,5.717980836386719,Not Placed,0.0
6.272490036164209,0,Tier 2,Canada,Top 100,0,54.943105676246745,77.78532029831268,Cloud,Healthcare,5.102689696944962,Placed,86903.65343299905
8.12223544874888,0,Tier 2,USA,Top 100,1,73.33160765876455,56.390633145153934,Core CS,Other,4.460345284991738,Placed,117180.6464300229
5.878519149766175,2,Tier 3,USA,100-300,3,87.8503732308972,47.22893001720182,Cloud,Manufacturing,4.073713281695474,Placed,79951.35982410147
7.469485675040216,1,Tier 3,UK,300+,0,85.22528740314871,93.15650877334397,Cloud,Finance,5.793828439815774,Placed,81024.35548244389
8.752364500647984,0,Tier 2,USA,300+,1,83.17612227034276,63.51708546451569,Core CS,Manufacturing,5.09631926001374,Placed,117375.4783542674
6.207570939895449,0,Tier 3,Germany,100-300,1,73.76816180507053,74.82097608582185,AI/ML,Tech,5.144628589685482,Placed,87594.954269472
6.546961816317783,1,Tier 3,India,100-300,1,71.7568329227757,64.24365055641664,Data Science,Finance,1.983582637248149,Not Placed,0.0
7.079721092070113,2,Tier 2,Canada,100-300,4,89.37120705027641,79.73304522195576,Cloud,Tech,4.982938528161567,Placed,101307.70616353778
6.597219476707041,0,Tier 3,India,100-300,0,89.81661571981618,99.40301182992556,Data Science,Consulting,5.6791725931563795,Placed,38553.46107428595
5.759469255147094,2,Tier 3,India,300+,1,64.58062154024857,54.84102094510139,Cloud,Other,5.6221048711378385,Not Placed,0.0
7.054850379844821,2,Tier 1,Germany,300+,1,65.02354231790557,74.52173381131136,AI/ML,Tech,4.701627071605639,Not Placed,0.0
6.150157029019116,1,Tier 2,India,100-300,1,49.45701627034403,59.41831459739407,Data Science,Manufacturing,5.2238080456746285,Not Placed,0.0
7.378873944508145,0,Tier 3,India,Top 100,2,73.55253910240997,65.09075153225808,Core CS,Manufacturing,4.208016002563363,Placed,40739.92334053439
6.264460612612957,1,Tier 2,Germany,Top 100,1,73.9660089868697,47.4657875749887,AI/ML,Finance,6.90021738276226,Placed,104086.78975677337
8.239947524014031,0,Tier 3,Germany,100-300,5,51.89728395984048,62.0475537190298,Core CS,Consulting,4.860859637565808,Placed,71727.7454711416
6.373397366131011,0,Tier 2,USA,Top 100,3,77.9426919499784,57.478137005945605,Cloud,Tech,6.7249055492740855,Placed,118646.2338299974
6.742350787035459,2,Tier 2,India,100-300,1,54.676920690424566,83.35676704567105,Cloud,Manufacturing,4.757658312824665,Placed,42242.78650024274
7.650813773895736,0,Tier 1,UK,300+,2,67.02082584372147,57.436698188740706,Core CS,Manufacturing,3.4505234538908014,Not Placed,0.0
6.015308546852836,3,Tier 2,UK,Top 100,4,86.62765897881042,64.48338600406719,Cloud,Healthcare,4.354507835287241,Not Placed,0.0
7.181967947683304,2,Tier 2,UK,100-300,2,90.04467220228261,80.55951480385833,Cloud,Healthcare,3.558239843400821,Placed,89160.1756366129
8.045714203425943,0,Tier 3,Germany,300+,1,54.12650979500461,77.19074635265952,Core CS,Finance,4.903513186807268,Placed,68812.39676321634
5.714013412351018,1,Tier 2,India,Top 100,1,60.82732501205116,85.30692089134712,Data Science,Finance,3.0714483989717545,Not Placed,0.0
7.147707086825843,1,Tier 1,USA,300+,5,84.2217365484341,79.73643842034767,Data Science,Healthcare,4.70207100004438,Placed,120000.0
7.207906235398739,1,Tier 2,India,100-300,3,78.68782489529012,71.59412206908183,AI/ML,Manufacturing,6.537837971791659,Placed,51834.38150533472
7.625458297421848,2,Tier 2,UK,100-300,1,80.1464911954614,63.59200787138369,Core CS,Consulting,7.334968537981583,Placed,92738.98209211523
6.010439431297534,1,Tier 3,Canada,Top 100,3,30.0,62.12447445149609,AI/ML,Consulting,3.78178232720739,Placed,85993.21471816266
5.943634709532579,2,Tier 3,UK,100-300,2,52.45867916184006,65.70112948350099,Cybersecurity,Other,5.769595485063804,Not Placed,0.0
7.417553252493518,2,Tier 2,Germany,100-300,1,77.82429810885603,51.20882781679285,Cloud,Finance,7.404460430896539,Placed,87503.91387029318
7.237587738586549,0,Tier 1,India,300+,1,92.80793847419513,59.166858031965475,Core CS,Finance,3.325928130504906,Placed,55682.7790286675
7.200394280276702,2,Tier 1,Germany,100-300,1,60.69495094829226,70.65288150270501,Cybersecurity,Other,2.4908679972167103,Not Placed,0.0
7.2771585675975805,2,Tier 1,USA,300+,0,69.77758447035922,42.31726137100924,Core CS,Healthcare,3.010150951167517,Not Placed,0.0
6.455980222737208,1,Tier 3,India,300+,2,53.264231419941154,39.15171933030268,Core CS,Healthcare,4.765280210143257,Not Placed,0.0
7.185802957728803,2,Tier 1,India,Top 100,1,93.6085390887915,33.26544900248609,Cloud,Consulting,1.7929975182758096,Placed,58383.86112037795
7.234457978638945,3,Tier 2,India,300+,3,54.228665673795476,44.64924274970361,Core CS,Tech,6.791952202863969,Placed,45818.460349872716
6.428518865578906,0,Tier 2,Canada,Top 100,3,83.03479884715638,60.333615530960984,Cybersecurity,Manufacturing,1.4780119987084146,Placed,87031.38448687755
8.492619608915806,1,Tier 3,India,100-300,0,55.15058700685727,62.633079268357086,Cybersecurity,Tech,5.433393061824723,Placed,31719.839873145855
7.37906633672943,0,Tier 3,Canada,300+,2,34.75829329054747,50.939272125142864,Data Science,Manufacturing,5.594512925473081,Placed,88095.22644751707
6.046957202237881,3,Tier 3,India,300+,4,75.57968072942016,51.310397914459486,Cloud,Consulting,5.751759746022698,Not Placed,0.0
7.525242886907064,2,Tier 3,UK,100-300,2,68.58660588547757,48.48683776836566,Core CS,Tech,6.851374384867606,Placed,87278.65406025974
6.220254663818142,4,Tier 3,USA,100-300,2,78.81896220639213,68.3387685073847,AI/ML,Finance,7.22724801957897,Placed,115696.30090570892
7.629667682993961,0,Tier 3,India,100-300,3,73.03829994837002,60.25019164277034,AI/ML,Finance,5.7778040896128084,Placed,46706.37533487046
7.926876463205923,0,Tier 3,Germany,100-300,2,54.4091275188824,67.36439797466439,Cloud,Consulting,4.3873596814366085,Placed,76353.67644819208
6.343454145318631,0,Tier 3,UK,300+,1,66.01086597617495,59.880990522387755,Core CS,Consulting,5.085885018935196,Not Placed,0.0
7.770700903395458,0,Tier 2,Germany,300+,1,87.17318050478801,58.26607235278273,Cloud,Tech,5.826287471488825,Placed,99411.08299805783
7.330224741549198,1,Tier 2,Germany,300+,1,81.19320978959577,66.95657213289516,Cloud,Finance,5.459974186967319,Placed,88983.10866281088
7.657648127995592,1,Tier 2,Canada,300+,3,78.40048578726282,69.1703297564502,Data Science,Finance,4.480956637043681,Placed,100430.37849601802
8.517434386123158,0,Tier 2,USA,100-300,5,100.0,83.35600368849069,Data Science,Other,7.267166697782137,Placed,120000.0
6.803689507197704,2,Tier 3,Germany,100-300,0,78.45586250736247,74.49684786026874,AI/ML,Tech,4.3583454067469845,Placed,85642.5225756671
6.397011068514008,2,Tier 3,UK,100-300,2,84.37559368725849,89.21010169278443,AI/ML,Other,4.640670445812987,Placed,82131.16928080497
6.2883884562995815,3,Tier 2,USA,Top 100,1,47.06416168656254,52.97006021115341,Cybersecurity,Finance,3.5255007357246644,Not Placed,0.0
6.3473517720276496,1,Tier 2,UK,100-300,5,84.8448224886132,49.25365606334959,Cybersecurity,Tech,6.195360059158359,Placed,98537.61053057062
6.938318632468716,2,Tier 3,Germany,100-300,0,75.54560314796957,57.50502673684788,Data Science,Tech,8.273312207365437,Placed,95756.05685059956
7.272921579853315,3,Tier 1,USA,100-300,2,80.90946041591832,75.52032174889177,Cybersecurity,Consulting,6.8825795323261305,Placed,120000.0
7.2213526394640155,0,Tier 1,India,300+,1,73.3604677176239,55.35406352134597,Cloud,Healthcare,3.4561112054823235,Placed,58227.857225038635
7.661746599228819,1,Tier 3,Germany,Top 100,1,82.6491433507271,82.34533617181071,Cybersecurity,Consulting,3.9864541548219017,Placed,73760.01720586052
7.010401513502326,0,Tier 1,Germany,100-300,2,73.75631114302358,46.72039771781383,Cybersecurity,Tech,2.661802721872224,Placed,117823.55249805517
8.162827261725853,0,Tier 2,Canada,300+,1,72.92986465606924,48.24627007076073,Cloud,Tech,5.806690470376275,Placed,99951.03686920188
6.788274533409635,1,Tier 1,UK,Top 100,1,96.7571288956871,65.99757803829516,Data Science,Other,5.6585012123741105,Placed,120000.0
9.176135333271695,0,Tier 1,India,300+,2,75.18042578173448,94.25046992386848,AI/ML,Finance,4.640184177406601,Placed,71906.88324441173
7.500533878212005,2,Tier 2,USA,100-300,1,94.73337244705974,73.39129003779638,Data Science,Finance,4.320595445047489,Placed,120000.0
6.314273954866974,3,Tier 2,Germany,300+,0,78.57590222579604,74.16963704740867,AI/ML,Consulting,1.9405700327030488,Not Placed,0.0
6.14328600155111,2,Tier 2,Germany,Top 100,1,91.31641322571807,51.86580421252074,Cloud,Consulting,4.574510209253751,Not Placed,0.0
7.385977932194548,3,Tier 1,India,300+,1,71.62408175861859,59.37575515508502,Data Science,Healthcare,4.070961247013559,Not Placed,0.0
6.821229771739319,3,Tier 3,Germany,100-300,0,61.3901576645889,70.45030951755686,AI/ML,Manufacturing,3.915131809301967,Not Placed,0.0
7.5712003952736735,0,Tier 2,UK,Top 100,0,61.67467023896697,38.86789548105648,Core CS,Healthcare,8.604471741885048,Placed,94359.19092553234
7.378590099658836,2,Tier 2,USA,300+,2,65.9900900824941,61.277851631393624,Data Science,Tech,6.115005268099339,Not Placed,0.0
6.941736869874502,0,Tier 1,India,300+,3,39.87243059067649,85.70857930174492,Cybersecurity,Consulting,4.939906497001423,Placed,49882.74554280288
6.322565025545276,2,Tier 2,India,100-300,1,56.50002239544851,83.37836166909759,AI/ML,Consulting,5.132469349929482,Not Placed,0.0
5.788122220251308,2,Tier 2,Canada,100-300,0,85.90806815276551,97.25771364815941,Core CS,Healthcare,3.880821902001933,Placed,78784.57945160723
6.642788038346383,1,Tier 2,USA,300+,0,83.68057672900248,60.39146931407576,AI/ML,Healthcare,6.346163679568977,Not Placed,0.0
7.6851190354587775,0,Tier 3,India,300+,1,75.72736935590565,43.43645175976114,Data Science,Finance,4.795511944969553,Placed,52414.6867022687
7.171274995304163,2,Tier 3,Germany,300+,0,99.89500618146278,59.12904039919123,Core CS,Other,3.422589693914766,Not Placed,0.0
6.00340897703041,0,Tier 2,USA,100-300,1,60.02411564814798,67.13573085877516,Cybersecurity,Healthcare,7.147078949564372,Placed,99386.82648319978
7.1385447406809455,1,Tier 1,UK,Top 100,0,77.07588936787381,77.79837383078096,Core CS,Tech,3.860916547375998,Placed,120000.0
7.308253903783069,0,Tier 2,India,100-300,0,80.9382703744873,68.237128464369,AI/ML,Finance,8.169935858600661,Placed,60565.904969245756
